Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
November 30 2021,Thurston,WA,Passenger,1841,948,2789,196764,199553,1.40
July 31 2021,Prince William,VA,Passenger,1,2,3,210,213,1.41
November 30 2018,Montgomery,PA,Passenger,2,0,2,35,37,5.41
September 30 2019,Carson City,NV,Passenger,1,0,1,10,11,9.09
March 31 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
April 30 2022,Snohomish,WA,Truck,4,0,4,124553,124557,0.00
June 30 2020,Spartanburg,SC,Passenger,0,1,1,50,51,1.96
July 31 2022,Broward,FL,Passenger,1,0,1,83,84,1.19
December 31 2023,Berkeley,SC,Passenger,1,1,2,89,91,2.20
August 31 2021,Benton,WA,Passenger,565,408,973,136111,137084,0.71
May 31 2022,Clark,WA,Passenger,3933,1734,5667,316477,322144,1.76
April 30 2023,Okanogan,WA,Passenger,119,58,177,26091,26268,0.67
April 30 2017,Kittitas,WA,Passenger,22,17,39,27200,27239,0.14
October 31 2022,Kitsap,WA,Truck,25,0,25,53044,53069,0.05
July 31 2020,Spokane,WA,Truck,1,0,1,98960,98961,0.00
June 30 2021,Garfield,WA,Passenger,0,3,3,1370,1373,0.22
April 30 2019,Columbia,WA,Truck,0,0,0,1531,1531,0.00
April 30 2024,Newport,RI,Passenger,0,1,1,46,47,2.13
November 30 2021,Howard,MD,Passenger,0,2,2,63,65,3.08
April 30 2021,Columbia,OR,Passenger,1,0,1,19,20,5.00
October 31 2022,Cowlitz,WA,Passenger,383,184,567,70211,70778,0.80
January 31 2023,Alameda,CA,Passenger,4,1,5,181,186,2.69
July 31 2017,Howard,MD,Passenger,0,2,2,94,96,2.08
July 31 2023,Larimer,CO,Passenger,1,0,1,30,31,3.23
December 31 2023,Fulton,GA,Passenger,1,1,2,52,54,3.70
March 31 2024,Clark,NV,Passenger,7,2,9,337,346,2.60
November 30 2020,Grays Harbor,WA,Truck,0,0,0,21125,21125,0.00
September 30 2021,Onslow,NC,Passenger,0,1,1,176,177,0.56
March 31 2023,Las Animas,CO,Passenger,1,0,1,0,1,100.00
January 31 2023,Thurston,WA,Passenger,2694,1141,3835,191538,195373,1.96
October 31 2018,Skamania,WA,Passenger,18,12,30,8723,8753,0.34
November 30 2023,Spokane,WA,Truck,54,0,54,101514,101568,0.05
February 28 2017,Orange,CA,Passenger,2,1,3,685,688,0.44
February 28 2021,Salt Lake,UT,Passenger,0,1,1,190,191,0.52
September 30 2018,Clackamas,OR,Passenger,0,1,1,218,219,0.46
June 30 2021,Fort Bend,TX,Passenger,1,0,1,35,36,2.78
January 31 2018,San Juan,WA,Truck,0,0,0,5642,5642,0.00
September 30 2021,Harford,MD,Passenger,0,1,1,52,53,1.89
January 31 2022,St. Mary's,MD,Passenger,1,0,1,204,205,0.49
July 31 2017,Tarrant,TX,Passenger,1,0,1,241,242,0.41
April 30 2020,Pinal,AZ,Passenger,1,0,1,195,196,0.51
June 30 2018,Twin Falls,ID,Passenger,0,1,1,23,24,4.17
February 28 2018,Nassau,NY,Passenger,1,0,1,40,41,2.44
April 30 2022,Lake,IN,Passenger,0,1,1,9,10,10.00
April 30 2023,Spokane,WA,Passenger,2158,1029,3187,321939,325126,0.98
November 30 2021,San Bernardino,CA,Passenger,1,1,2,390,392,0.51
October 31 2020,Utah,UT,Passenger,0,1,1,136,137,0.73
April 30 2018,Dallas,TX,Passenger,0,1,1,196,197,0.51
August 31 2023,San Diego,CA,Passenger,18,7,25,2045,2070,1.21
April 30 2019,Bexar,TX,Passenger,2,4,6,686,692,0.87
January 31 2024,Williamson,TX,Passenger,0,1,1,42,43,2.33
July 31 2020,Grant,WA,Passenger,61,75,136,65267,65403,0.21
March 31 2023,King,WA,Passenger,52084,13147,65231,1321249,1386480,4.70
March 31 2022,Grant,WA,Passenger,151,100,251,66820,67071,0.37
August 31 2021,Okanogan,WA,Truck,0,0,0,16739,16739,0.00
February 28 2019,Middlesex,MA,Passenger,1,0,1,120,121,0.83
September 30 2022,Houston,GA,Passenger,1,0,1,34,35,2.86
July 31 2021,Kittitas,WA,Passenger,166,68,234,29979,30213,0.77
May 31 2019,Contra Costa,CA,Passenger,2,2,4,377,381,1.05
July 31 2019,Nueces,TX,Passenger,1,1,2,91,93,2.15
September 30 2020,Owyhee,ID,Passenger,1,0,1,3,4,25.00
June 30 2023,Allen,IN,Passenger,1,0,1,13,14,7.14
December 31 2022,Snohomish,WA,Truck,91,0,91,122451,122542,0.07
April 30 2021,Lincoln,WA,Truck,0,0,0,4749,4749,0.00
January 31 2023,Columbia,WA,Truck,0,0,0,1574,1574,0.00
March 31 2019,Asotin,WA,Passenger,12,9,21,12656,12677,0.17
June 30 2021,Travis,TX,Passenger,4,3,7,173,180,3.89
September 30 2019,Klamath,OR,Passenger,1,0,1,41,42,2.38
September 30 2017,Palm Beach,FL,Passenger,0,2,2,96,98,2.04
January 31 2024,Houston,GA,Passenger,1,0,1,27,28,3.57
June 30 2019,Alameda,CA,Passenger,3,2,5,316,321,1.56
December 31 2019,Queens,NY,Passenger,1,0,1,53,54,1.85
January 31 2022,Yellowstone,MT,Passenger,0,1,1,32,33,3.03
March 31 2018,Okaloosa,FL,Passenger,1,0,1,179,180,0.56
January 31 2024,Salt Lake,UT,Passenger,2,1,3,86,89,3.37
January 31 2022,Maricopa,AZ,Passenger,8,5,13,1189,1202,1.08
September 30 2022,Harrison,MS,Passenger,1,0,1,43,44,2.27
November 30 2022,Sacramento,CA,Truck,1,0,1,38,39,2.56
September 30 2023,Marin,CA,Passenger,1,1,2,26,28,7.14
December 31 2020,Randolph,NC,Passenger,1,0,1,7,8,12.50
September 30 2018,Lewis,WA,Truck,0,0,0,25571,25571,0.00
September 30 2019,Asotin,WA,Passenger,12,8,20,12626,12646,0.16
October 31 2017,Santa Clara,CA,Passenger,6,1,7,395,402,1.74
June 30 2020,Montgomery,TX,Passenger,1,0,1,54,55,1.82
June 30 2019,Carroll,NH,Passenger,0,1,1,3,4,25.00
June 30 2022,Whatcom,WA,Passenger,1815,737,2552,148850,151402,1.69
September 30 2021,Santa Clara,CA,Passenger,9,2,11,274,285,3.86
June 30 2023,Otero,NM,Passenger,0,1,1,26,27,3.70
July 31 2018,Honolulu,HI,Passenger,1,2,3,536,539,0.56
December 31 2023,Los Angeles,CA,Passenger,6,4,10,560,570,1.75
June 30 2023,Yolo,CA,Passenger,1,0,1,23,24,4.17
June 30 2022,Douglas,NE,Passenger,1,2,3,44,47,6.38
August 31 2020,Morris,NJ,Passenger,1,0,1,17,18,5.56
October 31 2022,Stevens,WA,Truck,2,0,2,18863,18865,0.01
October 31 2018,St. Mary's,MD,Passenger,1,0,1,217,218,0.46
November 30 2022,Washington,OR,Passenger,1,0,1,298,299,0.33
October 31 2022,Dallas,TX,Passenger,1,0,1,107,108,0.93
May 31 2019,Montgomery,PA,Passenger,2,0,2,39,41,4.88
January 31 2024,Champaign,IL,Passenger,1,0,1,9,10,10.00
January 31 2021,Clark,NV,Passenger,5,2,7,667,674,1.04
June 30 2021,Nassau,NY,Passenger,2,0,2,35,37,5.41
May 31 2021,Burlington,NJ,Passenger,0,1,1,128,129,0.78
April 30 2021,Howard,IN,Passenger,0,1,1,3,4,25.00
September 30 2020,Grays Harbor,WA,Passenger,115,116,231,48464,48695,0.47
July 31 2021,Walla Walla,WA,Truck,0,0,0,14053,14053,0.00
October 31 2017,Collin,TX,Passenger,0,1,1,152,153,0.65
April 30 2024,Chesapeake,VA,Passenger,2,1,3,237,240,1.25
July 31 2018,Norfolk,VA,Passenger,2,2,4,331,335,1.19
December 31 2020,Snohomish,WA,Passenger,5037,1846,6883,538413,545296,1.26
November 30 2017,Charles,MD,Passenger,0,1,1,86,87,1.15
May 31 2023,Kent,DE,Passenger,1,0,1,44,45,2.22
May 31 2022,Coryell,TX,Passenger,1,0,1,100,101,0.99
October 31 2022,Benton,WA,Truck,7,0,7,43318,43325,0.02
March 31 2020,Pend Oreille,WA,Truck,0,0,0,5756,5756,0.00
September 30 2020,Lincoln,WA,Truck,0,0,0,4637,4637,0.00
April 30 2023,Santa Clara,CA,Passenger,11,4,15,201,216,6.94
January 31 2018,San Mateo,CA,Passenger,0,1,1,144,145,0.69
July 31 2019,Arlington,VA,Passenger,0,2,2,160,162,1.23
April 30 2023,Brown,WI,Passenger,1,0,1,7,8,12.50
June 30 2017,Adams,WA,Passenger,2,3,5,12201,12206,0.04
November 30 2018,San Juan,WA,Passenger,176,68,244,14205,14449,1.69
July 31 2017,Pacific,WA,Truck,0,0,0,7493,7493,0.00
September 30 2022,Washington,MD,Passenger,2,0,2,13,15,13.33
January 31 2020,Clallam,WA,Passenger,203,163,366,50906,51272,0.71
February 28 2018,Douglas,WA,Passenger,43,33,76,27319,27395,0.28
March 31 2021,Douglas,WA,Passenger,87,47,134,28377,28511,0.47
July 31 2022,Cumberland,NC,Passenger,1,4,5,367,372,1.34
December 31 2022,Hawaii,HI,Passenger,1,0,1,32,33,3.03
March 31 2020,Gwinnett,GA,Passenger,1,0,1,78,79,1.27
November 30 2017,Manatee,FL,Passenger,1,0,1,39,40,2.50
January 31 2024,Sarasota,FL,Passenger,1,0,1,21,22,4.55
June 30 2017,Franklin,WA,Passenger,26,45,71,55610,55681,0.13
October 31 2018,Douglas,WA,Passenger,47,33,80,27893,27973,0.29
September 30 2018,Tarrant,TX,Passenger,1,0,1,211,212,0.47
March 31 2021,Yakima,WA,Truck,0,0,0,61371,61371,0.00
December 31 2021,Orange,FL,Passenger,2,0,2,111,113,1.77
September 30 2020,Calvert,MD,Passenger,0,2,2,86,88,2.27
May 31 2021,Oldham,KY,Passenger,0,1,1,4,5,20.00
January 31 2017,Eagle,CO,Passenger,1,0,1,11,12,8.33
July 31 2018,Mason,WA,Passenger,87,91,178,45857,46035,0.39
January 31 2019,Thurston,WA,Passenger,771,589,1360,195945,197305,0.69
January 31 2022,Adams,WA,Passenger,17,14,31,13025,13056,0.24
January 31 2020,Skamania,WA,Truck,0,0,0,4103,4103,0.00
June 30 2022,Bexar,TX,Passenger,3,3,6,479,485,1.24
October 31 2019,Juneau,AK,Passenger,0,2,2,29,31,6.45
September 30 2017,Missoula,MT,Passenger,1,0,1,70,71,1.41
December 31 2018,Norfolk,MA,Passenger,1,0,1,36,37,2.70
September 30 2022,Snohomish,WA,Passenger,9063,2621,11684,530627,542311,2.15
June 30 2017,Lincoln,WA,Truck,0,0,0,4429,4429,0.00
September 30 2020,Denver,CO,Passenger,1,0,1,121,122,0.82
March 31 2017,Grays Harbor,WA,Passenger,27,26,53,44413,44466,0.12
September 30 2020,District of Columbia,DC,Passenger,1,1,2,196,198,1.01
July 31 2019,Sarasota,FL,Passenger,1,0,1,33,34,2.94
September 30 2022,Lincoln,OR,Passenger,0,1,1,25,26,3.85
February 29 2020,Polk,FL,Passenger,1,0,1,75,76,1.32
October 31 2018,Orange,FL,Passenger,2,1,3,166,169,1.78
April 30 2023,Douglas,NE,Passenger,1,1,2,29,31,6.45
June 30 2023,Texas,MO,Passenger,1,0,1,1,2,50.00
August 31 2017,Stevens,WA,Passenger,8,22,30,31507,31537,0.10
February 28 2023,Skamania,WA,Passenger,93,53,146,8102,8248,1.77
November 30 2022,Adams,WA,Passenger,22,11,33,13008,13041,0.25
July 31 2020,Jefferson,CO,Passenger,0,1,1,54,55,1.82
April 30 2021,Carroll,NH,Passenger,0,1,1,5,6,16.67
March 31 2017,Lewis,WA,Passenger,45,36,81,55097,55178,0.15
June 30 2021,Okanogan,WA,Passenger,63,38,101,26495,26596,0.38
December 31 2019,Sedgwick,KS,Passenger,1,1,2,100,102,1.96
August 31 2020,Douglas,NE,Passenger,0,1,1,53,54,1.85
February 28 2023,Island,WA,Passenger,973,412,1385,61224,62609,2.21
October 31 2021,Douglas,CO,Passenger,0,1,1,87,88,1.14
March 31 2020,Goochland,VA,Passenger,2,1,3,271,274,1.09
January 31 2023,Sedgwick,KS,Passenger,1,1,2,69,71,2.82
April 30 2019,Montgomery,AL,Passenger,0,1,1,45,46,2.17
October 31 2018,Pierce,WA,Truck,0,0,0,138737,138737,0.00
September 30 2021,Jefferson,WA,Passenger,356,186,542,24797,25339,2.14
June 30 2019,Charleston,SC,Passenger,1,0,1,120,121,0.83
December 31 2017,Fairfax,VA,Passenger,3,2,5,828,833,0.60
December 31 2018,Manatee,FL,Passenger,1,0,1,38,39,2.56
September 30 2017,Maui,HI,Passenger,1,0,1,71,72,1.39
August 31 2020,Montgomery,AL,Passenger,0,1,1,39,40,2.50
July 31 2022,San Diego,CA,Passenger,19,8,27,2397,2424,1.11
March 31 2024,Cumberland,PA,Passenger,1,1,2,33,35,5.71
September 30 2017,Saratoga,NY,Passenger,1,1,2,71,73,2.74
July 31 2023,Polk,OR,Passenger,1,1,2,16,18,11.11
January 31 2019,Sacramento,CA,Passenger,0,1,1,308,309,0.32
September 30 2020,Tulsa,OK,Passenger,1,1,2,48,50,4.00
April 30 2024,Champaign,IL,Passenger,1,0,1,7,8,12.50
January 31 2023,St. Lawrence,NY,Passenger,1,0,1,2,3,33.33
May 31 2017,Franklin,WA,Truck,0,0,0,18086,18086,0.00
February 28 2023,Mason,WA,Truck,9,0,9,20864,20873,0.04
September 30 2023,Grays Harbor,WA,Passenger,342,207,549,48130,48679,1.13
February 29 2024,Kent,DE,Passenger,1,0,1,36,37,2.70
December 31 2023,Lane,OR,Passenger,0,2,2,57,59,3.39
July 31 2019,Collier,FL,Passenger,1,0,1,19,20,5.00
February 28 2021,Collier,FL,Passenger,1,0,1,21,22,4.55
May 31 2023,Plaquemines,LA,Passenger,1,1,2,16,18,11.11
July 31 2019,Adams,WA,Passenger,5,6,11,12829,12840,0.09
March 31 2019,Whitman,WA,Truck,0,0,0,8503,8503,0.00
December 31 2018,Camden,NJ,Passenger,0,1,1,28,29,3.45
January 31 2021,Saginaw,MI,Passenger,2,0,2,11,13,15.38
July 31 2018,Essex,NJ,Passenger,1,0,1,13,14,7.14
July 31 2019,Skagit,WA,Passenger,307,210,517,92203,92720,0.56
May 31 2021,Columbia,WA,Truck,0,0,0,1551,1551,0.00
November 30 2022,Cochise,AZ,Passenger,1,0,1,69,70,1.43
July 31 2019,Deschutes,OR,Passenger,3,0,3,164,167,1.80
April 30 2019,Sumter,FL,Passenger,0,1,1,10,11,9.09
September 30 2021,Grays Harbor,WA,Truck,0,0,0,21394,21394,0.00
December 31 2023,Columbia,WA,Passenger,12,0,12,2413,2425,0.49
February 29 2024,Richland,SC,Passenger,0,1,1,84,85,1.18
August 31 2019,Washoe,NV,Passenger,2,0,2,116,118,1.69
August 31 2019,Skamania,WA,Truck,0,0,0,4072,4072,0.00
March 31 2020,Mercer,NJ,Passenger,0,1,1,18,19,5.26
August 31 2021,Marion,IA,Passenger,1,0,1,1,2,50.00
June 30 2020,Kootenai,ID,Passenger,1,1,2,219,221,0.90
March 31 2020,Montgomery,AL,Passenger,0,1,1,37,38,2.63
September 30 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
September 30 2018,San Juan,PR,Passenger,0,1,1,4,5,20.00
March 31 2018,King,WA,Truck,7,1,8,183681,183689,0.00
October 31 2020,Benton,WA,Truck,0,0,0,43060,43060,0.00
April 30 2022,Cowlitz,WA,Passenger,314,172,486,70860,71346,0.68
December 31 2018,Howard,MD,Passenger,0,1,1,89,90,1.11
June 30 2021,Montgomery,MD,Passenger,3,1,4,221,225,1.78
June 30 2017,Jefferson,NY,Passenger,1,1,2,251,253,0.79
April 30 2020,Denver,CO,Passenger,1,0,1,125,126,0.79
November 30 2019,Manassas,VA,Passenger,0,1,1,7,8,12.50
July 31 2019,Valencia,NM,Passenger,1,0,1,8,9,11.11
August 31 2020,San Juan,WA,Truck,0,0,0,5836,5836,0.00
June 30 2023,Okanogan,WA,Truck,7,0,7,16454,16461,0.04
July 31 2018,San Diego,CA,Passenger,7,1,8,2578,2586,0.31
July 31 2020,Maricopa,AZ,Passenger,5,9,14,1516,1530,0.92
June 30 2019,Orange,CA,Passenger,6,1,7,549,556,1.26
September 30 2019,Pierce,WA,Truck,0,0,0,140428,140428,0.00
July 31 2020,Gwinnett,GA,Passenger,1,0,1,74,75,1.33
March 31 2017,King,WA,Passenger,9315,3786,13101,1382443,1395544,0.94
December 31 2020,Rockingham,NH,Passenger,1,0,1,21,22,4.55
August 31 2018,Grays Harbor,WA,Passenger,54,65,119,46986,47105,0.25
May 31 2017,Collin,TX,Passenger,0,1,1,146,147,0.68
September 30 2021,Pima,AZ,Passenger,1,1,2,287,289,0.69
July 31 2018,Cook,IL,Passenger,1,0,1,260,261,0.38
August 31 2018,St. Clair,IL,Passenger,0,1,1,161,162,0.62
August 31 2023,Houston,GA,Passenger,1,0,1,30,31,3.23
July 31 2018,St. Lucie,FL,Passenger,1,0,1,28,29,3.45
June 30 2023,New Haven,CT,Passenger,0,2,2,25,27,7.41
January 31 2022,Wichita,TX,Passenger,1,0,1,44,45,2.22
July 31 2023,Charleston,SC,Passenger,1,2,3,51,54,5.56
July 31 2018,Santa Fe,NM,Passenger,0,1,1,44,45,2.22
December 31 2021,Fort Bend,TX,Passenger,1,0,1,30,31,3.23
October 31 2021,Suffolk,MA,Passenger,0,2,2,28,30,6.67
September 30 2023,Hennepin,MN,Passenger,1,0,1,37,38,2.63
August 31 2023,Stafford,VA,Passenger,3,0,3,78,81,3.70
October 31 2018,Wahkiakum,WA,Truck,0,0,0,1701,1701,0.00
September 30 2019,Charles,MD,Passenger,0,1,1,91,92,1.09
July 31 2019,Franklin,MA,Passenger,0,1,1,1,2,50.00
September 30 2018,Benton,WA,Truck,0,0,0,41344,41344,0.00
February 28 2021,Fulton,GA,Passenger,0,3,3,94,97,3.09
November 30 2017,Travis,TX,Passenger,1,1,2,192,194,1.03
May 31 2018,Frederick,MD,Passenger,0,1,1,86,87,1.15
March 31 2023,Stevens,WA,Passenger,103,60,163,29792,29955,0.54
January 31 2017,Grays Harbor,WA,Passenger,27,24,51,44309,44360,0.11
October 31 2017,Columbia,WA,Passenger,1,1,2,2394,2396,0.08
October 31 2022,New York,NY,Passenger,1,0,1,36,37,2.70
June 30 2022,Sheridan,WY,Passenger,1,0,1,7,8,12.50
February 28 2022,Orange,CA,Passenger,5,3,8,412,420,1.90
November 30 2020,Sedgwick,KS,Passenger,1,1,2,92,94,2.13
October 31 2021,Polk,FL,Passenger,1,0,1,65,66,1.52
July 31 2018,Camden,NJ,Passenger,0,1,1,32,33,3.03
January 31 2021,Carroll,NH,Passenger,0,1,1,5,6,16.67
December 31 2021,Montgomery,TX,Passenger,1,1,2,42,44,4.55
January 31 2024,San Bernardino,CA,Passenger,2,1,3,260,263,1.14
November 30 2019,Shelby,TN,Passenger,0,1,1,102,103,0.97
February 28 2017,Muscogee,GA,Passenger,0,1,1,257,258,0.39
August 31 2017,Bergen,NJ,Passenger,0,2,2,31,33,6.06
August 31 2023,Berkeley,SC,Passenger,0,1,1,96,97,1.03
October 31 2017,Dallas,TX,Passenger,0,1,1,187,188,0.53
October 31 2020,Boulder,CO,Passenger,1,1,2,46,48,4.17
May 31 2023,Las Animas,CO,Passenger,1,0,1,0,1,100.00
February 28 2019,Grays Harbor,WA,Passenger,66,79,145,47449,47594,0.30
February 28 2017,San Juan,WA,Truck,0,0,0,5572,5572,0.00
March 31 2021,Hillsborough,FL,Passenger,0,1,1,164,165,0.61
August 31 2019,Harnett,NC,Passenger,1,1,2,218,220,0.91
November 30 2021,Wichita,TX,Passenger,1,0,1,44,45,2.22
November 30 2020,Cumberland,NC,Passenger,0,3,3,459,462,0.65
January 31 2019,Tarrant,TX,Passenger,2,0,2,204,206,0.97
May 31 2021,Hawaii,HI,Passenger,1,0,1,51,52,1.92
November 30 2019,Prince George's,MD,Passenger,1,1,2,178,180,1.11
April 30 2018,San Juan,WA,Truck,0,0,0,5696,5696,0.00
February 28 2021,Douglas,CO,Passenger,0,1,1,83,84,1.19
March 31 2019,Cochise,AZ,Passenger,0,1,1,115,116,0.86
June 30 2017,Montgomery,TN,Passenger,1,0,1,286,287,0.35
January 31 2021,Rogers,OK,Passenger,1,0,1,5,6,16.67
September 30 2022,Las Animas,CO,Passenger,1,0,1,1,2,50.00
May 31 2023,Pend Oreille,WA,Truck,0,0,0,5620,5620,0.00
June 30 2023,Essex,MA,Passenger,1,0,1,10,11,9.09
July 31 2018,Pierce,WA,Passenger,1262,1194,2456,533359,535815,0.46
February 28 2023,Riverside,CA,Passenger,7,0,7,434,441,1.59
February 28 2022,San Luis Obispo,CA,Passenger,1,0,1,62,63,1.59
December 31 2020,Orange,FL,Passenger,1,0,1,120,121,0.83
February 28 2018,Prince George,VA,Passenger,0,1,1,73,74,1.35
September 30 2022,Autauga,AL,Passenger,1,0,1,14,15,6.67
April 30 2021,Putnam,TN,Passenger,0,1,1,1,2,50.00
July 31 2023,Grant,WA,Truck,12,0,12,28079,28091,0.04
September 30 2019,Lincoln,WA,Truck,0,0,0,4690,4690,0.00
November 30 2017,Orange,CA,Passenger,3,1,4,601,605,0.66
November 30 2022,St. Lawrence,NY,Passenger,1,0,1,2,3,33.33
May 31 2022,Larimer,CO,Passenger,1,0,1,45,46,2.17
January 31 2019,Valencia,NM,Passenger,1,0,1,11,12,8.33
March 31 2021,King,WA,Truck,6,1,7,184495,184502,0.00
July 31 2020,Honolulu,HI,Passenger,4,2,6,467,473,1.27
February 29 2020,Bexar,TX,Passenger,1,5,6,665,671,0.89
September 30 2018,Saratoga,NY,Passenger,1,0,1,59,60,1.67
June 30 2021,Lincoln,WA,Truck,0,0,0,4752,4752,0.00
April 30 2017,Grays Harbor,WA,Passenger,29,30,59,44471,44530,0.13
October 31 2022,Montgomery,MD,Passenger,4,2,6,194,200,3.00
October 31 2022,Anne Arundel,MD,Passenger,3,3,6,319,325,1.85
August 31 2020,Juneau,AK,Passenger,0,1,1,28,29,3.45
November 30 2023,Harford,MD,Passenger,1,1,2,40,42,4.76
June 30 2023,Williamson,TX,Passenger,0,1,1,55,56,1.79
May 31 2021,Polk,FL,Passenger,1,0,1,65,66,1.52
April 30 2023,Camden,NJ,Passenger,0,1,1,13,14,7.14
June 30 2021,Wichita,TX,Passenger,1,0,1,43,44,2.27
September 30 2018,Twin Falls,ID,Passenger,0,1,1,22,23,4.35
March 31 2020,Wahkiakum,WA,Passenger,6,5,11,3006,3017,0.36
October 31 2018,Pinal,AZ,Passenger,2,0,2,211,213,0.94
April 30 2024,Alexandria,VA,Passenger,3,0,3,73,76,3.95
December 31 2022,Williamson,TX,Passenger,0,2,2,68,70,2.86
November 30 2019,Santa Cruz,CA,Passenger,1,0,1,39,40,2.50
June 30 2023,Rock Island,IL,Passenger,0,1,1,12,13,7.69
January 31 2018,Pacific,WA,Passenger,15,13,28,15446,15474,0.18
February 28 2017,Grant,WA,Truck,0,0,0,24997,24997,0.00
March 31 2020,Santa Clara,CA,Passenger,8,2,10,341,351,2.85
February 28 2018,Travis,TX,Passenger,1,1,2,197,199,1.01
June 30 2020,Stevens,WA,Truck,0,0,0,18640,18640,0.00
June 30 2021,Stevens,WA,Truck,0,0,0,18941,18941,0.00
July 31 2020,Ferry,WA,Truck,0,0,0,3570,3570,0.00
December 31 2017,Lincoln,WA,Truck,0,0,0,4493,4493,0.00
September 30 2022,Loudoun,VA,Passenger,2,1,3,64,67,4.48
November 30 2022,Placer,CA,Passenger,2,0,2,68,70,2.86
September 30 2023,Dallas,TX,Passenger,1,0,1,74,75,1.33
March 31 2022,Lincoln,WA,Passenger,7,18,25,7663,7688,0.33
December 31 2019,Yakima,WA,Passenger,117,114,231,166266,166497,0.14
January 31 2022,Los Angeles,CA,Passenger,8,7,15,883,898,1.67
October 31 2021,Alexandria,VA,Passenger,3,0,3,122,125,2.40
October 31 2017,Nassau,NY,Passenger,1,1,2,41,43,4.65
December 31 2022,Nassau,NY,Passenger,2,0,2,29,31,6.45
March 31 2023,Louisa,VA,Passenger,0,1,1,1,2,50.00
April 30 2019,Norfolk,MA,Passenger,1,0,1,39,40,2.50
February 28 2022,Randolph,NC,Passenger,1,0,1,6,7,14.29
March 31 2020,Mason,WA,Passenger,153,133,286,47499,47785,0.60
February 28 2021,Whatcom,WA,Passenger,1278,572,1850,149960,151810,1.22
October 31 2023,Stevens,WA,Truck,2,0,2,18678,18680,0.01
February 28 2018,Flathead,MT,Passenger,1,0,1,57,58,1.72
May 31 2022,Sarpy,NE,Passenger,1,0,1,65,66,1.52
March 31 2017,Whitman,WA,Passenger,9,18,27,21932,21959,0.12
June 30 2018,Benton,WA,Truck,0,0,0,41025,41025,0.00
March 31 2022,Skagit,WA,Truck,1,0,1,32526,32527,0.00
November 30 2021,Albemarle,VA,Passenger,2,0,2,24,26,7.69
December 31 2022,Clallam,WA,Passenger,484,262,746,49388,50134,1.49
September 30 2020,Whitman,WA,Passenger,47,47,94,21981,22075,0.43
January 31 2020,Mason,WA,Truck,0,0,0,20557,20557,0.00
December 31 2023,Laramie,WY,Passenger,1,0,1,26,27,3.70
March 31 2023,Wilson,TX,Passenger,0,1,1,3,4,25.00
May 31 2021,Whatcom,WA,Truck,4,0,4,43860,43864,0.01
September 30 2021,Clallam,WA,Truck,1,0,1,22004,22005,0.00
August 31 2020,Nassau,FL,Passenger,1,0,1,34,35,2.86
November 30 2018,Santa Clara,CA,Passenger,8,1,9,386,395,2.28
March 31 2020,Boulder,CO,Passenger,1,1,2,50,52,3.85
March 31 2019,El Paso,CO,Passenger,3,2,5,761,766,0.65
July 31 2019,Houston,GA,Passenger,1,0,1,56,57,1.75
January 31 2018,Twin Falls,ID,Passenger,0,1,1,24,25,4.00
September 30 2018,Mason,WA,Truck,0,0,0,20082,20082,0.00
February 28 2019,Douglas,WA,Passenger,52,35,87,27937,28024,0.31
June 30 2018,Skamania,WA,Passenger,11,9,20,8657,8677,0.23
January 31 2019,Marion,OR,Passenger,1,0,1,122,123,0.81
December 31 2023,Yuba,CA,Passenger,1,0,1,44,45,2.22
October 31 2021,Sarasota,FL,Passenger,2,0,2,40,42,4.76
May 31 2021,Tarrant,TX,Passenger,2,0,2,157,159,1.26
April 30 2022,Montgomery,MD,Passenger,4,2,6,202,208,2.88
September 30 2017,Garfield,WA,Passenger,1,0,1,1295,1296,0.08
